vehicle_id,timestamp,engine_rpm,engine_load_pct,exhaust_temp_c,exhaust_flow_rate_kg_h,diff_pressure_kpa,vehicle_speed_kmh,ambient_temp_c,active_regen_status,soot_load_ground_truth
1001,2026-01-29 05:37:58.453337,831,56.24,273.4,93.48,3.731,25.4,17.6,0,40.5
1001,2026-01-29 05:42:58.453337,931,36.66,301.8,68.28,2.787,20.0,34.2,0,40.68
1001,2026-01-29 05:47:58.453337,1180,3.81,189.6,9.0,0.378,45.8,21.1,0,40.7
1001,2026-01-29 05:52:58.453337,1528,61.59,244.9,188.3,7.734,18.9,29.3,0,41.01
1001,2026-01-29 05:57:58.453337,1105,24.63,249.8,54.47,2.302,19.2,27.1,0,41.13
1001,2026-01-29 06:02:58.453337,945,49.73,285.6,94.01,4.017,24.2,23.2,0,41.38
1001,2026-01-29 06:07:58.453337,1260,28.82,251.2,72.64,3.007,28.3,37.3,0,41.52
1001,2026-01-29 06:12:58.453337,1038,48.8,267.3,101.38,4.292,1.0,22.4,0,41.77
1001,2026-01-29 06:17:58.453337,597,39.42,279.0,47.14,2.079,30.3,23.1,0,41.97
1001,2026-01-29 06:22:58.453337,928,22.5,269.2,41.79,1.731,33.0,28.9,0,42.08
1001,2026-01-29 06:27:58.453337,1193,40.65,230.7,96.99,3.98,16.5,26.2,0,42.28
1001,2026-01-29 06:32:58.453337,1105,42.83,265.4,94.67,4.018,37.6,25.2,0,42.5
1001,2026-01-29 06:37:58.453337,819,31.24,220.6,51.19,2.226,30.8,21.7,0,42.65
1001,2026-01-29 06:42:58.453337,1143,41.75,286.0,95.46,4.126,41.2,14.5,0,42.86
1001,2026-01-29 06:47:58.453337,1338,62.91,259.5,168.45,7.228,22.8,15.3,0,43.17
1001,2026-01-29 06:52:58.453337,952,31.9,211.6,60.75,2.596,24.7,24.9,0,43.33
1001,2026-01-29 06:57:58.453337,945,48.15,345.2,91.1,3.993,40.2,26.2,0,43.21
1001,2026-01-29 07:02:58.453337,975,44.41,229.5,86.68,3.804,34.9,18.0,0,43.44
1001,2026-01-29 07:07:58.453337,1051,48.34,241.7,101.62,4.431,25.7,20.8,0,43.68
1001,2026-01-29 07:12:58.453337,1334,24.73,266.5,66.02,2.844,34.8,25.4,0,43.8
1001,2026-01-29 07:17:58.453337,918,60.87,223.8,111.76,4.868,12.9,18.2,0,44.1
1001,2026-01-29 07:22:58.453337,1418,48.14,223.7,136.55,6.101,32.1,20.9,0,44.35
1001,2026-01-29 07:27:58.453337,1258,26.91,280.3,67.75,3.057,20.3,28.0,0,44.48
1001,2026-01-29 07:32:58.453337,890,33.3,216.0,59.28,2.715,32.4,13.0,0,44.65
1001,2026-01-29 07:37:58.453337,944,32.36,194.2,61.11,2.769,-12.7,25.2,0,44.81
1001,2026-01-29 07:42:58.453337,1414,63.18,262.5,178.75,8.069,36.5,11.7,1,0.0
1001,2026-01-29 07:47:58.453337,821,41.51,261.6,68.17,0.0,39.2,29.7,0,0.21
1001,2026-01-29 07:52:58.453337,1396,54.07,227.6,151.02,0.126,44.8,25.7,0,0.48
1001,2026-01-29 07:57:58.453337,1202,45.48,215.6,109.37,0.073,28.2,29.9,0,0.71
1001,2026-01-29 08:02:58.453337,1011,53.4,238.0,108.05,0.174,41.1,23.2,0,0.97
1001,2026-01-29 12:25:47.906480,699,5.56,178.2,7.78,0.0,0.0,18.7,0,1.0
1001,2026-01-29 12:30:47.906480,689,5.98,191.7,8.24,0.074,0.0,18.9,0,1.03
1001,2026-01-29 12:35:47.906480,785,9.36,160.5,14.7,0.054,0.0,22.8,0,1.08
1001,2026-01-29 12:40:47.906480,695,7.98,163.7,11.1,0.049,0.0,23.6,0,1.12
1001,2026-01-29 12:45:47.906480,628,12.76,155.9,16.02,0.0,0.0,31.0,0,1.18
1001,2026-01-29 12:50:47.906480,640,-1.58,192.5,-2.03,0.0,0.0,23.9,0,1.17
1001,2026-01-29 12:55:47.906480,684,11.16,164.9,15.27,0.093,0.0,17.6,0,1.23
1001,2026-01-29 13:00:47.906480,722,13.21,164.8,19.08,0.0,0.0,30.1,0,1.29
1001,2026-01-29 13:05:47.906480,650,6.97,197.7,9.06,0.014,0.0,16.0,0,1.33
1001,2026-01-29 13:10:47.906480,787,7.35,171.9,11.57,0.029,0.0,28.1,0,1.37
1001,2026-01-29 13:15:47.906480,798,1.7,196.5,2.71,0.041,0.0,24.3,0,1.37
1001,2026-01-29 13:20:47.906480,739,14.67,152.4,21.69,0.119,0.0,17.2,0,1.45
1001,2026-01-29 13:25:47.906480,643,8.69,218.5,11.18,0.001,0.0,24.8,0,1.49
1001,2026-01-29 13:30:47.906480,771,8.5,156.4,13.11,0.0,0.0,31.9,0,1.53
1001,2026-01-29 13:35:47.906480,703,19.65,194.8,27.65,0.013,0.0,25.3,0,1.63
1001,2026-01-29 13:40:47.906480,657,6.66,269.6,8.75,0.066,0.0,29.3,0,1.67
1001,2026-01-29 13:45:47.906480,668,17.85,202.0,23.87,0.136,0.0,34.2,0,1.75
1001,2026-01-29 13:50:47.906480,626,4.45,159.9,5.57,0.0,0.0,26.6,0,1.78
1001,2026-01-29 13:55:47.906480,671,20.36,218.1,27.35,0.051,0.0,34.8,0,1.88
1001,2026-01-29 14:00:47.906480,774,7.75,139.8,12.0,0.012,0.0,21.8,0,1.92
1001,2026-01-29 14:05:47.906480,710,10.45,181.3,14.84,0.055,0.0,18.9,0,1.97
1001,2026-01-29 14:10:47.906480,720,7.8,184.0,11.24,0.07,0.0,18.9,0,2.01
1001,2026-01-29 14:15:47.906480,685,9.41,169.7,12.91,0.072,0.0,21.4,0,2.06
1001,2026-01-29 14:20:47.906480,672,6.45,201.8,8.67,0.0,0.0,27.3,0,2.09
1001,2026-01-29 14:25:47.906480,798,9.63,202.2,15.38,0.116,0.0,30.1,0,2.14
1001,2026-01-29 14:30:47.906480,699,13.21,154.3,18.47,0.002,0.0,22.0,0,2.2
1001,2026-01-29 14:35:47.906480,812,5.94,163.5,9.64,0.0,0.0,27.8,0,2.23
1001,2026-01-29 14:40:47.906480,707,15.43,193.4,21.83,0.0,0.0,21.0,0,2.31
1001,2026-01-29 14:45:47.906480,768,8.98,203.8,13.8,0.025,0.0,20.2,0,2.35
1001,2026-01-29 14:50:47.906480,684,5.16,168.7,7.07,0.027,0.0,27.6,0,2.38
1001,2026-01-29 14:55:47.906480,620,9.91,168.3,12.3,0.0,0.0,25.7,0,2.43
1001,2026-01-29 15:00:47.906480,672,16.91,203.8,22.74,0.116,0.0,22.5,0,2.51
1001,2026-01-29 15:05:47.906480,651,10.41,177.0,13.57,0.004,0.0,19.1,0,2.57
1001,2026-01-29 15:10:47.906480,697,7.98,193.8,11.14,0.062,0.0,30.5,0,2.61
1001,2026-01-29 15:15:47.906480,637,12.01,165.5,15.3,0.0,0.0,22.9,0,2.67
1001,2026-01-29 15:20:47.906480,753,8.14,211.3,12.26,0.061,0.0,23.0,0,2.71
1001,2026-01-29 15:25:47.906480,758,12.23,161.3,18.54,0.144,0.0,26.3,0,2.77
1001,2026-01-29 15:30:47.906480,700,5.72,203.6,8.02,0.048,0.0,28.1,0,2.8
1001,2026-01-29 15:35:47.906480,674,14.17,198.2,19.12,0.021,0.0,17.9,0,2.87
1001,2026-01-29 15:40:47.906480,729,2.13,183.0,3.11,0.0,0.0,31.1,0,2.88
1001,2026-01-29 15:45:47.906480,680,15.54,169.7,21.14,0.112,0.0,35.3,0,2.96
1001,2026-01-29 15:50:47.906480,646,11.46,235.0,14.82,0.048,0.0,25.3,0,3.01
1001,2026-01-29 15:55:47.906480,739,10.21,145.9,15.09,0.103,0.0,15.0,0,3.06
1001,2026-01-29 16:00:47.906480,679,16.04,172.9,21.78,0.034,0.0,29.4,0,3.14
1001,2026-01-29 16:05:47.906480,657,3.89,185.5,5.11,0.007,0.0,18.8,0,3.16
1001,2026-01-29 16:10:47.906480,731,12.32,172.8,18.04,0.044,0.0,27.4,0,3.22
1001,2026-01-29 16:15:47.906480,759,8.59,193.1,13.04,0.071,0.0,29.4,0,3.27
1001,2026-01-29 16:20:47.906480,701,5.44,170.8,7.64,0.042,0.0,34.1,0,3.3
1001,2026-01-29 16:25:47.906480,675,14.02,173.4,18.95,0.069,0.0,32.6,0,3.37
1001,2026-01-29 16:30:47.906480,738,3.79,168.6,5.6,0.082,0.0,25.7,0,3.38
1001,2026-01-29 16:35:47.906480,642,5.91,194.1,7.59,0.076,0.0,25.1,0,3.41
1001,2026-01-29 16:40:47.906480,823,14.12,175.1,23.26,0.04,0.0,20.1,0,3.48
1001,2026-01-29 16:45:47.906480,716,7.56,213.5,10.83,0.111,0.0,28.2,0,3.52
1001,2026-01-29 16:50:47.906480,641,6.64,205.1,8.51,0.002,0.0,30.6,0,3.56
1001,2026-01-29 16:55:47.906480,723,10.26,165.9,14.85,0.049,0.0,25.9,0,3.61
1001,2026-01-29 17:00:47.906480,751,5.57,174.7,8.38,0.033,0.0,28.3,0,3.63
1001,2026-01-29 17:05:47.906480,654,3.42,193.5,4.47,0.0,0.0,31.4,0,3.65
1001,2026-01-29 17:10:47.906480,692,2.26,170.4,3.13,0.03,0.0,22.3,0,3.66
1001,2026-01-29 17:15:47.906480,701,13.7,176.0,19.21,0.025,0.0,23.5,0,3.73
1001,2026-01-29 17:20:47.906480,770,18.43,139.6,28.4,0.163,0.0,26.3,0,3.82
1001,2026-01-29 17:25:47.906480,746,7.25,144.6,10.82,0.071,0.0,20.3,0,3.86
1001,2026-01-29 17:30:47.906480,630,3.41,192.0,4.3,0.024,0.0,28.9,0,3.88
1001,2026-01-29 17:35:47.906480,733,7.9,178.6,11.58,0.02,0.0,23.9,0,3.92
1001,2026-01-29 17:40:47.906480,651,11.95,201.5,15.58,0.021,0.0,31.4,0,3.98
1001,2026-01-29 17:45:47.906480,705,11.21,146.0,15.81,0.0,0.0,25.7,0,4.03
1001,2026-01-29 17:50:47.906480,739,6.64,213.4,9.82,0.077,0.0,20.5,0,4.07
1001,2026-01-29 17:55:47.906480,701,22.38,155.1,31.41,0.158,0.0,23.4,0,4.18
1001,2026-01-29 18:00:47.906480,735,16.34,172.3,24.03,0.158,0.0,36.1,0,4.26
1001,2026-01-29 18:05:47.906480,703,13.92,168.2,19.59,0.086,0.0,24.1,0,4.33
1001,2026-01-29 18:10:47.906480,739,16.02,177.8,23.71,0.181,0.0,32.7,0,4.41
1001,2026-01-29 18:15:47.906480,742,7.42,167.8,11.02,0.008,0.0,29.7,0,4.45
1001,2026-01-29 18:20:47.906480,639,13.38,158.4,17.12,0.118,0.0,25.1,0,4.51
1001,2026-01-29 18:25:47.906480,766,15.71,208.7,24.08,0.184,0.0,25.7,0,4.59
1001,2026-01-29 18:30:47.906480,642,4.74,138.3,6.08,0.0,0.0,25.3,0,4.61
1001,2026-01-29 18:35:47.906480,672,9.1,189.9,12.23,0.042,0.0,19.4,0,4.66
1001,2026-01-29 18:40:47.906480,697,5.51,174.6,7.68,0.103,0.0,23.6,0,4.69
1001,2026-01-29 18:45:47.906480,788,17.16,168.4,27.06,0.074,0.0,24.7,0,4.77
1001,2026-01-29 18:50:47.906480,757,7.55,198.2,11.44,0.115,0.0,21.1,0,4.81
1001,2026-01-29 18:55:47.906480,666,13.56,183.0,18.07,0.054,0.0,23.2,0,4.88
1001,2026-01-29 19:00:47.906480,696,2.18,195.3,3.03,0.0,0.0,11.1,0,4.89
1001,2026-01-29 19:05:47.906480,698,6.29,213.8,8.79,0.014,0.0,19.5,0,4.92
1001,2026-01-29 19:10:47.906480,725,6.7,164.4,9.72,0.074,0.0,19.8,0,4.96
1001,2026-01-29 19:15:47.906480,627,18.63,191.6,23.37,0.105,0.0,25.0,0,5.05
1001,2026-01-29 19:20:47.906480,725,14.87,164.9,21.57,0.129,0.0,22.5,0,5.12
1001,2026-01-29 19:25:47.906480,690,10.8,179.9,14.92,0.114,0.0,27.4,0,5.18
1001,2026-01-29 19:30:47.906480,624,3.21,172.6,4.01,0.112,0.0,20.7,0,5.19
1001,2026-01-29 19:35:47.906480,689,7.32,168.9,10.09,0.062,0.0,32.0,0,5.23
1001,2026-01-29 19:40:47.906480,722,5.98,235.1,8.65,0.049,0.0,22.1,0,5.26
1001,2026-01-29 19:45:47.906480,770,7.65,213.3,11.8,0.019,0.0,32.2,0,5.3
1001,2026-01-29 19:50:47.906480,710,16.46,218.0,23.37,0.069,0.0,31.4,0,5.38
1001,2026-01-29 19:55:47.906480,629,4.76,163.9,6.0,0.058,0.0,25.2,0,5.4
1001,2026-01-29 20:00:47.906480,691,10.73,191.8,14.84,0.114,0.0,30.5,0,5.46
1001,2026-01-30 03:02:45.406915,1385,63.21,346.3,175.17,0.886,90.0,17.6,0,5.4
1001,2026-01-30 03:07:45.406915,1504,81.42,353.3,245.05,1.42,90.6,24.5,0,5.38
1001,2026-01-30 03:12:45.406915,1486,44.33,375.6,131.75,0.737,82.8,20.8,0,5.0
1001,2026-01-30 03:17:45.406915,1546,80.47,281.5,248.85,1.357,85.1,28.8,0,5.4
1001,2026-01-30 03:22:45.406915,1405,67.46,272.9,189.59,1.14,79.2,25.0,0,5.74
1001,2026-01-30 03:27:45.406915,1659,78.57,347.5,260.83,1.529,83.2,29.8,0,5.75
1001,2026-01-30 03:32:45.406915,1532,81.06,320.1,248.4,1.487,83.5,26.0,0,6.0
1001,2026-01-30 03:37:45.406915,1379,56.63,337.8,156.29,0.926,87.2,23.2,0,5.98
1001,2026-01-30 03:42:45.406915,1652,82.62,334.0,272.98,1.713,78.8,28.0,0,6.12
1001,2026-01-30 03:47:45.406915,1495,58.62,334.5,175.39,1.09,81.6,33.5,0,6.14
1001,2026-01-30 03:52:45.406915,1431,59.74,381.0,171.01,0.917,84.5,32.3,0,5.79
1001,2026-01-30 03:57:45.406915,1482,62.66,371.2,185.81,1.019,77.0,25.9,0,5.53
1001,2026-01-30 04:02:45.406915,1409,66.81,347.0,188.39,1.001,82.6,17.3,0,5.49
1001,2026-01-30 04:07:45.406915,1772,56.37,296.8,199.86,1.054,85.9,25.5,0,5.77
1001,2026-01-30 04:12:45.406915,1517,82.61,345.5,250.73,1.412,87.0,32.5,0,5.82
1001,2026-01-30 04:17:45.406915,1592,57.54,354.3,183.3,1.023,85.2,28.9,0,5.67
1001,2026-01-30 04:22:45.406915,1583,68.1,395.0,215.61,1.179,83.6,25.4,0,5.25
1001,2026-01-30 04:27:45.406915,1337,73.44,267.4,196.39,1.117,88.5,22.9,0,5.62
1001,2026-01-30 04:32:45.406915,1477,60.93,391.8,180.09,0.913,84.3,29.8,0,5.19
1001,2026-01-30 04:37:45.406915,1419,77.59,360.6,220.25,1.123,85.0,28.2,0,5.1
1001,2026-01-30 04:42:45.406915,1243,55.8,288.7,138.75,0.719,87.1,24.7,0,5.37
1001,2026-01-30 04:47:45.406915,1417,63.08,380.3,178.8,0.855,86.4,22.1,0,5.05
1001,2026-01-30 04:52:45.406915,1426,45.79,378.0,130.66,0.659,85.7,20.6,0,4.65
1001,2026-01-30 04:57:45.406915,1374,70.22,354.6,193.07,0.896,89.1,30.7,0,4.57
1001,2026-01-30 05:02:45.406915,1426,67.8,344.1,193.38,0.817,93.2,21.7,0,4.55
1001,2026-01-30 05:07:45.406915,1406,73.57,358.1,206.91,0.885,80.5,14.4,0,4.46
1001,2026-01-30 05:12:45.406915,1530,71.48,329.8,218.84,0.962,87.6,27.0,0,4.57
1001,2026-01-30 05:17:45.406915,1651,70.11,340.4,231.64,0.989,87.1,29.8,0,4.6
1001,2026-01-30 05:22:45.406915,1590,77.11,367.9,245.33,1.135,84.1,33.1,0,4.44
1001,2026-01-30 05:27:45.406915,1598,70.64,354.7,225.88,0.998,78.5,28.5,0,4.36
1001,2026-01-30 05:32:45.406915,1635,69.05,297.2,225.84,1.084,95.5,21.0,0,4.71
1001,2026-01-30 05:37:45.406915,1309,67.98,345.2,178.02,0.836,77.7,30.6,0,4.68
1001,2026-01-30 05:42:45.406915,1349,79.08,380.9,213.41,0.924,85.5,18.3,0,4.43
1001,2026-01-30 05:47:45.406915,1378,57.08,394.3,157.35,0.595,87.4,28.1,0,3.96
1001,2026-01-30 05:52:45.406915,1347,71.8,306.6,193.53,0.826,88.3,28.6,0,4.32
1001,2026-01-30 05:57:45.406915,1206,83.35,371.5,201.15,0.818,86.8,16.4,0,4.17
1001,2026-01-30 06:02:45.406915,1553,69.17,382.6,214.91,0.866,85.2,34.6,0,3.85
1001,2026-01-30 06:07:45.406915,1515,63.09,362.5,191.2,0.752,84.1,17.7,0,3.67
1001,2026-01-30 06:12:45.406915,1500,86.1,377.9,258.43,0.923,83.8,29.8,0,3.47
1001,2026-01-30 06:17:45.406915,1419,61.95,304.0,175.81,0.652,85.1,26.3,0,3.78
1001,2026-01-30 06:22:45.406915,1678,74.03,384.9,248.5,0.815,88.1,24.2,0,3.47
1001,2026-01-30 06:27:45.406915,1742,69.21,378.9,241.2,0.695,90.6,26.6,0,3.19
1001,2026-01-30 06:32:45.406915,1514,73.3,316.5,222.05,0.766,81.2,24.5,0,3.56
1001,2026-01-30 06:37:45.406915,1618,88.17,375.8,285.42,0.918,92.0,23.0,0,3.39
1001,2026-01-30 06:42:45.406915,1520,63.68,371.6,193.7,0.634,87.9,30.1,0,3.14
1001,2026-01-30 06:47:45.406915,1409,79.33,321.8,223.63,0.778,81.5,31.1,0,3.36
1001,2026-01-30 06:52:45.406915,1548,70.21,354.1,217.48,0.656,86.6,18.8,0,3.28
1001,2026-01-30 06:57:45.406915,1492,70.8,370.3,211.28,0.638,85.1,27.8,0,3.07
1001,2026-01-30 07:02:45.406915,1485,88.23,420.2,262.15,0.686,85.4,23.9,0,2.55
1001,2026-01-30 07:07:45.406915,1410,55.57,323.6,156.72,0.433,80.0,22.4,0,2.64
1001,2026-01-30 07:12:45.406915,1518,82.82,412.4,251.56,0.483,84.6,24.2,0,2.15
1001,2026-01-30 07:17:45.406915,1446,79.37,306.7,229.53,0.58,73.8,32.8,0,2.55
1001,2026-01-30 07:22:45.406915,1522,56.48,400.2,172.0,0.318,79.0,20.3,0,2.03
1001,2026-01-30 07:27:45.406915,1647,80.11,321.5,264.0,0.52,91.4,25.7,0,2.26
1001,2026-01-30 07:32:45.406915,1533,73.65,298.0,225.87,0.636,92.4,19.5,0,2.63
1001,2026-01-30 07:37:45.406915,1585,65.25,331.7,206.92,0.486,80.9,25.2,0,2.7
1001,2026-01-30 07:42:45.406915,1422,77.86,400.6,221.56,0.524,88.2,27.6,0,2.28
1001,2026-01-30 07:47:45.406915,1640,63.72,356.0,209.01,0.379,77.6,37.3,0,2.15
1001,2026-01-30 07:52:45.406915,1645,91.64,366.5,301.6,0.604,85.3,29.4,0,2.08
1001,2026-01-30 07:57:45.406915,1378,44.57,306.3,122.87,0.357,81.0,34.1,0,2.3
1001,2026-01-30 08:02:45.406915,1359,82.92,302.9,225.49,0.593,89.8,22.1,0,2.72
1001,2026-01-30 08:07:45.406915,1574,57.71,329.4,181.77,0.527,84.5,23.9,0,2.77
1001,2026-01-30 08:12:45.406915,1446,67.87,337.5,196.34,0.5,95.2,27.9,0,2.81
1001,2026-01-30 08:17:45.406915,1485,55.85,339.4,165.94,0.441,96.2,25.8,0,2.77
1001,2026-01-30 08:22:45.406915,1673,53.2,412.6,178.02,0.387,86.4,18.8,0,2.14
1001,2026-01-30 08:27:45.406915,1438,72.07,339.8,207.29,0.493,91.7,17.8,0,2.18
1001,2026-01-30 08:32:45.406915,1355,65.17,352.1,176.7,0.384,92.2,26.4,0,2.09
1001,2026-01-30 08:37:45.406915,1610,63.9,325.1,205.87,0.554,88.4,21.0,0,2.21
1001,2026-01-30 08:42:45.406915,1411,75.5,359.8,213.17,0.461,85.4,19.5,0,2.11
1001,2026-01-30 08:47:45.406915,1661,78.94,334.2,262.28,0.606,91.8,26.0,0,2.23
1001,2026-01-30 08:52:45.406915,1612,81.6,304.5,263.22,0.783,86.0,27.8,0,2.64
1001,2026-01-30 08:57:45.406915,1439,74.07,381.7,213.18,0.428,77.4,23.9,0,2.35
1001,2026-01-30 09:02:45.406915,1524,80.39,369.0,245.1,0.539,85.5,24.8,0,2.2
1001,2026-01-30 20:57:55.558589,615,6.16,184.9,7.58,0.004,0.0,24.2,0,2.23
1001,2026-01-30 21:02:55.558589,683,5.68,170.1,7.77,0.002,0.0,25.0,0,2.26
1001,2026-01-30 21:07:55.558589,719,9.1,159.4,13.09,0.0,0.0,38.0,0,2.31
1001,2026-01-30 21:12:55.558589,643,7.41,190.3,9.53,0.04,0.0,27.6,0,2.35
1001,2026-01-30 21:17:55.558589,677,11.19,181.2,15.17,0.021,0.0,26.2,0,2.4
1001,2026-01-30 21:22:55.558589,752,9.89,179.7,14.89,0.09,0.0,29.8,0,2.45
1001,2026-01-30 21:27:55.558589,779,1.22,198.1,1.9,0.035,0.0,20.6,0,2.46
1001,2026-01-30 21:32:55.558589,712,15.26,163.4,21.74,0.077,0.0,29.4,0,2.53
1001,2026-01-30 21:37:55.558589,646,9.29,186.0,12.01,0.0,0.0,20.6,0,2.58
1001,2026-01-30 21:42:55.558589,693,14.01,192.9,19.42,0.008,0.0,28.3,0,2.65
1001,2026-01-30 21:47:55.558589,658,1.95,172.7,2.57,0.063,0.0,28.3,0,2.66
1001,2026-01-30 21:52:55.558589,699,7.92,172.2,11.08,0.035,0.0,19.7,0,2.7
1001,2026-01-30 21:57:55.558589,682,8.92,153.0,12.18,0.0,0.0,27.1,0,2.74
1001,2026-01-30 22:02:55.558589,700,8.46,161.8,11.85,0.112,0.0,20.8,0,2.79
1001,2026-01-30 22:07:55.558589,712,7.56,180.7,10.78,0.053,0.0,18.1,0,2.82
1001,2026-01-30 22:12:55.558589,699,15.95,215.2,22.32,0.058,0.0,25.2,0,2.9
1001,2026-01-30 22:17:55.558589,810,15.67,167.7,25.41,0.045,0.0,29.8,0,2.98
1001,2026-01-30 22:22:55.558589,649,15.44,186.7,20.05,0.087,0.0,23.7,0,3.06
1001,2026-01-30 22:27:55.558589,668,17.31,175.1,23.14,0.052,0.0,24.6,0,3.15
1001,2026-01-30 22:32:55.558589,709,4.85,168.7,6.88,0.0,0.0,29.2,0,3.17
1001,2026-01-30 22:37:55.558589,655,1.22,140.7,1.6,0.0,0.0,31.8,0,3.18
1001,2026-01-30 22:42:55.558589,700,12.51,190.7,17.53,0.06,0.0,24.6,0,3.24
1001,2026-01-30 22:47:55.558589,752,10.73,208.0,16.14,0.084,0.0,21.9,0,3.29
1001,2026-01-30 22:52:55.558589,675,6.36,204.4,8.59,0.008,0.0,21.0,0,3.32
1001,2026-01-30 22:57:55.558589,715,9.51,185.9,13.62,0.14,0.0,29.6,0,3.37
1001,2026-01-30 23:02:55.558589,701,2.96,170.0,4.15,0.05,0.0,19.1,0,3.39
1001,2026-01-30 23:07:55.558589,807,10.07,181.0,16.26,0.023,0.0,27.5,0,3.44
1001,2026-01-30 23:12:55.558589,642,20.82,206.3,26.74,0.144,0.0,18.0,0,3.54
1001,2026-01-30 23:17:55.558589,710,16.05,191.9,22.79,0.032,0.0,21.7,0,3.62
1001,2026-01-30 23:22:55.558589,677,6.98,210.6,9.46,0.0,0.0,28.3,0,3.66
1001,2026-01-30 23:27:55.558589,635,5.19,139.8,6.6,0.0,0.0,32.6,0,3.68
1001,2026-01-30 23:32:55.558589,713,4.01,200.3,5.72,0.083,0.0,25.5,0,3.7
1001,2026-01-30 23:37:55.558589,801,14.11,193.7,22.62,0.045,0.0,28.1,0,3.77
1001,2026-01-30 23:42:55.558589,710,12.6,166.3,17.91,0.075,0.0,20.9,0,3.84
1001,2026-01-30 23:47:55.558589,592,14.99,150.0,17.77,0.075,0.0,26.7,0,3.91
1001,2026-01-30 23:52:55.558589,716,8.58,185.4,12.3,0.072,0.0,28.7,0,3.95
1001,2026-01-30 23:57:55.558589,786,11.17,181.3,17.58,0.025,0.0,27.2,0,4.01
1001,2026-01-31 00:02:55.558589,733,9.04,190.9,13.26,0.039,0.0,28.4,0,4.05
1001,2026-01-31 00:07:55.558589,745,14.49,182.4,21.61,0.037,0.0,21.9,0,4.13
1001,2026-01-31 00:12:55.558589,729,22.24,173.2,32.47,0.16,0.0,22.2,0,4.24
1001,2026-01-31 00:17:55.558589,651,6.62,138.4,8.62,0.104,0.0,13.8,0,4.27
1001,2026-01-31 00:22:55.558589,686,4.11,162.3,5.64,0.093,0.0,26.0,0,4.29
1001,2026-01-31 00:27:55.558589,651,7.05,164.7,9.19,0.038,0.0,25.9,0,4.33
1001,2026-01-31 00:32:55.558589,794,0.42,179.3,0.67,0.0,0.0,29.7,0,4.33
1001,2026-01-31 00:37:55.558589,717,12.95,186.9,18.59,0.035,0.0,31.1,0,4.39
1001,2026-01-31 00:42:55.558589,739,14.58,205.3,21.57,0.117,0.0,32.4,0,4.47
1001,2026-01-31 00:47:55.558589,718,8.9,179.9,12.8,0.057,0.0,22.4,0,4.51
1001,2026-01-31 00:52:55.558589,781,11.48,181.9,17.95,0.101,0.0,39.9,0,4.57
1001,2026-01-31 00:57:55.558589,643,5.77,152.4,7.43,0.023,0.0,26.2,0,4.6
1001,2026-01-31 01:02:55.558589,676,7.3,182.8,9.88,0.021,0.0,26.6,0,4.63
1001,2026-01-31 01:07:55.558589,755,13.39,197.6,20.23,0.149,0.0,26.4,0,4.7
1001,2026-01-31 01:12:55.558589,692,6.14,172.2,8.5,0.014,0.0,28.7,0,4.73
1001,2026-01-31 01:17:55.558589,717,13.48,156.8,19.34,0.164,0.0,22.9,0,4.8
1001,2026-01-31 01:22:55.558589,644,7.8,229.7,10.07,0.029,0.0,23.4,0,4.84
1001,2026-01-31 01:27:55.558589,690,9.26,164.4,12.78,0.07,0.0,30.4,0,4.88
1001,2026-01-31 01:32:55.558589,715,4.44,173.1,6.36,0.004,0.0,25.3,0,4.91
1001,2026-01-31 01:37:55.558589,766,9.26,178.2,14.19,0.159,0.0,29.4,0,4.95
1001,2026-01-31 01:42:55.558589,728,19.79,189.8,28.84,0.046,0.0,29.2,0,5.05
1001,2026-01-31 01:47:55.558589,620,12.26,145.7,15.21,0.054,0.0,23.2,0,5.11
1001,2026-01-31 01:52:55.558589,661,8.26,200.7,10.92,0.021,0.0,27.7,0,5.15
1001,2026-01-31 01:57:55.558589,651,9.05,186.5,11.8,0.012,0.0,18.4,0,5.2
1001,2026-01-31 02:02:55.558589,724,15.62,178.4,22.63,0.097,0.0,25.8,0,5.28
1001,2026-01-31 02:07:55.558589,702,11.21,129.4,15.76,0.031,0.0,20.8,0,5.33
1001,2026-01-31 02:12:55.558589,707,10.93,192.7,15.47,0.096,0.0,18.5,0,5.39
1001,2026-01-31 02:17:55.558589,772,16.36,154.8,25.27,0.155,0.0,22.0,0,5.47
1001,2026-01-31 02:22:55.558589,706,15.27,222.6,21.59,0.157,0.0,26.5,0,5.55
1001,2026-01-31 02:27:55.558589,683,10.91,207.2,14.9,0.081,0.0,20.6,0,5.6
1001,2026-01-31 02:32:55.558589,619,12.57,184.9,15.56,0.056,0.0,30.1,0,5.66
1001,2026-01-31 02:37:55.558589,678,9.33,179.7,12.66,0.055,0.0,26.2,0,5.71
1001,2026-01-31 02:42:55.558589,757,4.29,189.8,6.5,0.046,0.0,25.8,0,5.73
1001,2026-01-31 02:47:55.558589,743,10.25,189.6,15.24,0.124,0.0,22.5,0,5.78
1001,2026-01-31 02:52:55.558589,714,8.75,177.3,12.51,0.057,0.0,27.4,0,5.83
1001,2026-01-31 02:57:55.558589,704,11.97,179.6,16.86,0.019,0.0,25.2,0,5.89
1001,2026-01-31 05:52:05.526635,1506,67.26,341.6,202.65,1.193,85.9,22.8,0,5.89
1001,2026-01-31 05:57:05.526635,1403,74.74,354.9,209.74,1.242,82.0,22.1,0,5.83
